341044,SensorTemp,Escritorio,°C,63
682489,SensorPressao,Escritorio,hPa,88
282340,SensorTemp,Usina,°C,38
585985,SensorCO2,Armazem,ppm,70
217232,SensorUmidade,Setor_A,%,75
971276,SensorRuido,Laboratorio,dB,92
568498,SensorTemp,Setor_A,°C,37
510606,SensorCO2,Setor_B,ppm,82
985391,SensorTemp,Setor_B,°C,20
823984,SensorPressao,Armazem,hPa,40
983172,SensorUmidade,Setor_B,%,85
583627,SensorRuido,Laboratorio,dB,76
663940,SensorCO2,Usina,ppm,24
70837,SensorCO2,Escritorio,ppm,34
616433,SensorTemp,Usina,°C,26
317162,SensorUmidade,Escritorio,%,69
622195,SensorRuido,Armazem,dB,52
566626,SensorPressao,Setor_A,hPa,36
639662,SensorUmidade,Setor_A,%,77
642873,SensorPressao,Laboratorio,hPa,88
401849,SensorCO2,Setor_A,ppm,88
730982,SensorUmidade,Usina,%,81
844101,SensorCO2,Armazem,ppm,83
790312,SensorRuido,Setor_B,dB,24
919401,SensorRuido,Escritorio,dB,43
456054,SensorUmidade,Armazem,%,62
700965,SensorCO2,Usina,ppm,77
105785,SensorUmidade,Escritorio,%,97
293201,SensorCO2,Escritorio,ppm,70
81991,SensorCO2,Escritorio,ppm,50
953170,SensorTemp,Laboratorio,°C,87
332421,SensorCO2,Armazem,ppm,50
295483,SensorCO2,Laboratorio,ppm,54
685418,SensorTemp,Escritorio,°C,68
99517,SensorTemp,Laboratorio,°C,37
464485,SensorTemp,Usina,°C,27
230479,SensorPressao,Setor_B,hPa,98
287935,SensorPressao,Armazem,hPa,88
94318,SensorRuido,Escritorio,dB,96
352579,SensorPressao,Escritorio,hPa,95
357462,SensorTemp,Laboratorio,°C,84
8279,SensorCO2,Armazem,ppm,45
639709,SensorCO2,Setor_B,ppm,87
34685,SensorCO2,Usina,ppm,64
489049,SensorRuido,Escritorio,dB,44
450986,SensorUmidade,Setor_A,%,78
255649,SensorCO2,Laboratorio,ppm,25
858354,SensorCO2,Usina,ppm,43
14504,SensorPressao,Setor_A,hPa,40
535217,SensorCO2,Laboratorio,ppm,28
928320,SensorRuido,Escritorio,dB,71
991917,SensorPressao,Laboratorio,hPa,39
444406,SensorUmidade,Armazem,%,23
82402,SensorRuido,Setor_B,dB,60
33829,SensorCO2,Usina,ppm,78
976620,SensorPressao,Laboratorio,hPa,23
892194,SensorRuido,Setor_B,dB,20
379718,SensorCO2,Setor_B,ppm,26
868271,SensorRuido,Setor_B,dB,75
420748,SensorTemp,Usina,°C,64
803792,SensorUmidade,Laboratorio,%,24
534264,SensorPressao,Setor_A,hPa,50
130853,SensorTemp,Armazem,°C,80
879506,SensorPressao,Setor_B,hPa,48
739190,SensorRuido,Armazem,dB,64
879292,SensorUmidade,Escritorio,%,31
826760,SensorRuido,Setor_B,dB,28
35608,SensorRuido,Escritorio,dB,21
849267,SensorPressao,Laboratorio,hPa,21
268729,SensorPressao,Setor_B,hPa,26
435969,SensorCO2,Setor_B,ppm,32
327314,SensorPressao,Laboratorio,hPa,46
259673,SensorRuido,Escritorio,dB,66
324372,SensorRuido,Escritorio,dB,24
709754,SensorRuido,Setor_B,dB,52
734652,SensorTemp,Escritorio,°C,25
46603,SensorCO2,Armazem,ppm,39
362475,SensorUmidade,Setor_A,%,24
840329,SensorRuido,Setor_A,dB,47
552610,SensorPressao,Laboratorio,hPa,33
412930,SensorCO2,Setor_B,ppm,52
81579,SensorRuido,Armazem,dB,64
776390,SensorUmidade,Setor_B,%,46
248459,SensorPressao,Setor_B,hPa,75
47914,SensorRuido,Armazem,dB,42
633551,SensorPressao,Setor_B,hPa,76
313469,SensorRuido,Usina,dB,37
776003,SensorPressao,Escritorio,hPa,37
413225,SensorTemp,Setor_A,°C,98
973045,SensorTemp,Usina,°C,75
103871,SensorPressao,Escritorio,hPa,42
504452,SensorCO2,Laboratorio,ppm,66
729599,SensorUmidade,Laboratorio,%,72
125790,SensorPressao,Laboratorio,hPa,93
112979,SensorCO2,Setor_B,ppm,55
91968,SensorCO2,Laboratorio,ppm,29
354504,SensorTemp,Usina,°C,74
678466,SensorCO2,Armazem,ppm,85
177994,SensorCO2,Setor_B,ppm,86
232974,SensorCO2,Armazem,ppm,49
383711,SensorCO2,Setor_B,ppm,50
221966,SensorUmidade,Laboratorio,%,79
179696,SensorUmidade,Setor_A,%,80
362350,SensorUmidade,Usina,%,42
143389,SensorCO2,Usina,ppm,91
415420,SensorTemp,Escritorio,°C,69
732062,SensorUmidade,Escritorio,%,86
366970,SensorTemp,Setor_A,°C,83
982975,SensorRuido,Escritorio,dB,55
282764,SensorUmidade,Setor_B,%,92
814445,SensorCO2,Laboratorio,ppm,90
818412,SensorTemp,Armazem,°C,84
572325,SensorUmidade,Usina,%,22
343332,SensorTemp,Setor_B,°C,30
59333,SensorRuido,Setor_B,dB,30
555462,SensorPressao,Escritorio,hPa,79
607223,SensorTemp,Setor_B,°C,27
300609,SensorRuido,Usina,dB,29
967507,SensorTemp,Escritorio,°C,66
736610,SensorRuido,Laboratorio,dB,94
912802,SensorUmidade,Escritorio,%,49
125337,SensorPressao,Setor_B,hPa,75
863705,SensorPressao,Armazem,hPa,68
934742,SensorUmidade,Laboratorio,%,83
829120,SensorTemp,Setor_A,°C,50
164367,SensorTemp,Setor_B,°C,96
805727,SensorPressao,Usina,hPa,24
603587,SensorUmidade,Usina,%,21
869334,SensorPressao,Laboratorio,hPa,31
753170,SensorRuido,Usina,dB,34
706439,SensorPressao,Setor_B,hPa,64
416315,SensorPressao,Setor_B,hPa,75
395446,SensorUmidade,Escritorio,%,83
222867,SensorPressao,Setor_A,hPa,66
693950,SensorPressao,Usina,hPa,93
524044,SensorPressao,Setor_B,hPa,80
445637,SensorUmidade,Laboratorio,%,74
497633,SensorRuido,Setor_A,dB,32
516815,SensorUmidade,Laboratorio,%,44
568301,SensorTemp,Laboratorio,°C,74
857047,SensorTemp,Setor_A,°C,23
103138,SensorRuido,Setor_A,dB,54
260049,SensorCO2,Usina,ppm,84
760644,SensorCO2,Laboratorio,ppm,63
524342,SensorRuido,Armazem,dB,58
246960,SensorUmidade,Laboratorio,%,66
786945,SensorTemp,Setor_B,°C,68
818258,SensorCO2,Armazem,ppm,46
396610,SensorRuido,Armazem,dB,87
272653,SensorPressao,Setor_B,hPa,42
26218,SensorUmidade,Escritorio,%,82
758076,SensorUmidade,Armazem,%,63
573362,SensorPressao,Setor_A,hPa,44
726981,SensorPressao,Setor_A,hPa,24
920832,SensorPressao,Usina,hPa,71
778679,SensorCO2,Usina,ppm,47
732664,SensorPressao,Armazem,hPa,50
151839,SensorRuido,Usina,dB,55
832589,SensorPressao,Laboratorio,hPa,95
354894,SensorUmidade,Escritorio,%,99
421635,SensorRuido,Setor_A,dB,92
337599,SensorCO2,Setor_B,ppm,82
545091,SensorTemp,Usina,°C,84
200147,SensorCO2,Escritorio,ppm,31
926238,SensorUmidade,Usina,%,38
669915,SensorRuido,Setor_B,dB,64
873263,SensorTemp,Armazem,°C,35
500320,SensorTemp,Armazem,°C,90
134646,SensorUmidade,Usina,%,60
326360,SensorTemp,Laboratorio,°C,86
172687,SensorRuido,Usina,dB,95
346441,SensorTemp,Setor_A,°C,74
171449,SensorUmidade,Usina,%,98
843264,SensorTemp,Setor_B,°C,97
661178,SensorTemp,Laboratorio,°C,90
367584,SensorCO2,Escritorio,ppm,31
25625,SensorCO2,Setor_A,ppm,91
225250,SensorCO2,Usina,ppm,86
427773,SensorUmidade,Usina,%,75
610595,SensorRuido,Armazem,dB,37
670831,SensorUmidade,Setor_B,%,43
327175,SensorRuido,Escritorio,dB,48
540551,SensorRuido,Setor_A,dB,33
454150,SensorUmidade,Laboratorio,%,35
532733,SensorUmidade,Usina,%,63
715276,SensorTemp,Escritorio,°C,61
128762,SensorCO2,Armazem,ppm,46
918297,SensorUmidade,Escritorio,%,98
707468,SensorPressao,Armazem,hPa,52
764705,SensorCO2,Usina,ppm,94
47009,SensorUmidade,Escritorio,%,23
500503,SensorUmidade,Laboratorio,%,99
461364,SensorRuido,Usina,dB,61
952220,SensorCO2,Setor_A,ppm,81
815937,SensorRuido,Setor_A,dB,64
934602,SensorPressao,Setor_B,hPa,25
906938,SensorTemp,Usina,°C,37
700347,SensorCO2,Usina,ppm,37
575816,SensorRuido,Escritorio,dB,46
791517,SensorUmidade,Usina,%,39
293715,SensorCO2,Usina,ppm,76
204597,SensorRuido,Armazem,dB,33
140002,SensorUmidade,Escritorio,%,45
778624,SensorCO2,Armazem,ppm,30
856071,SensorCO2,Armazem,ppm,86
624187,SensorTemp,Usina,°C,74
437163,SensorRuido,Setor_A,dB,72
756786,SensorUmidade,Armazem,%,63
159665,SensorCO2,Escritorio,ppm,54
252560,SensorTemp,Usina,°C,39
707775,SensorTemp,Setor_B,°C,79
472942,SensorPressao,Usina,hPa,49
882851,SensorTemp,Armazem,°C,66
973762,SensorUmidade,Escritorio,%,74
3372,SensorCO2,Armazem,ppm,75
414452,SensorUmidade,Armazem,%,38
192870,SensorTemp,Setor_A,°C,23
451844,SensorPressao,Setor_B,hPa,86
996361,SensorTemp,Setor_A,°C,69
364146,SensorCO2,Laboratorio,ppm,55
295070,SensorPressao,Laboratorio,hPa,37
258409,SensorRuido,Setor_B,dB,96
750752,SensorTemp,Laboratorio,°C,30
170831,SensorUmidade,Setor_B,%,82
585804,SensorCO2,Setor_B,ppm,45
380223,SensorRuido,Escritorio,dB,60
671750,SensorUmidade,Setor_A,%,96
711061,SensorUmidade,Setor_A,%,37
455918,SensorCO2,Setor_A,ppm,46
141190,SensorPressao,Setor_A,hPa,76
751244,SensorTemp,Armazem,°C,89
63737,SensorRuido,Setor_A,dB,48
557569,SensorPressao,Setor_B,hPa,55
102795,SensorCO2,Escritorio,ppm,79
390030,SensorCO2,Usina,ppm,81
895559,SensorRuido,Armazem,dB,68
76519,SensorUmidade,Setor_B,%,30
583078,SensorTemp,Escritorio,°C,92
895976,SensorUmidade,Setor_A,%,58
597230,SensorCO2,Usina,ppm,59
514019,SensorUmidade,Usina,%,38
874316,SensorUmidade,Escritorio,%,50
526921,SensorPressao,Escritorio,hPa,92
220966,SensorRuido,Usina,dB,92
400320,SensorUmidade,Usina,%,39
938834,SensorPressao,Escritorio,hPa,54
102943,SensorUmidade,Laboratorio,%,59
146809,SensorPressao,Laboratorio,hPa,21
826833,SensorTemp,Setor_A,°C,48
984127,SensorUmidade,Setor_B,%,96
561458,SensorPressao,Usina,hPa,89
403445,SensorRuido,Setor_A,dB,92
177236,SensorCO2,Escritorio,ppm,63
840908,SensorUmidade,Setor_A,%,42
523341,SensorTemp,Usina,°C,94
346413,SensorRuido,Armazem,dB,59
912368,SensorTemp,Usina,°C,40
58170,SensorRuido,Armazem,dB,93
522966,SensorPressao,Setor_A,hPa,46
987238,SensorCO2,Setor_B,ppm,62
612574,SensorRuido,Usina,dB,43
704976,SensorRuido,Escritorio,dB,50
33215,SensorPressao,Armazem,hPa,50
628517,SensorPressao,Armazem,hPa,51
103396,SensorPressao,Laboratorio,hPa,56
722992,SensorTemp,Usina,°C,59
564949,SensorTemp,Laboratorio,°C,23
976659,SensorPressao,Setor_A,hPa,23
462139,SensorTemp,Setor_A,°C,37
595477,SensorPressao,Laboratorio,hPa,20
375222,SensorUmidade,Setor_B,%,43
162122,SensorTemp,Usina,°C,32
543890,SensorUmidade,Usina,%,72
201516,SensorUmidade,Setor_B,%,82
702880,SensorTemp,Armazem,°C,95
129918,SensorUmidade,Setor_A,%,99
756971,SensorPressao,Laboratorio,hPa,24
831371,SensorCO2,Armazem,ppm,78
622756,SensorTemp,Armazem,°C,30
533195,SensorCO2,Escritorio,ppm,59
134628,SensorTemp,Armazem,°C,21
318354,SensorPressao,Armazem,hPa,69
298041,SensorPressao,Armazem,hPa,85
154262,SensorRuido,Setor_B,dB,59
881424,SensorCO2,Usina,ppm,95
666141,SensorPressao,Escritorio,hPa,55
920748,SensorUmidade,Setor_B,%,83
4835,SensorPressao,Laboratorio,hPa,90
352068,SensorUmidade,Laboratorio,%,27
237155,SensorCO2,Usina,ppm,98
864437,SensorCO2,Laboratorio,ppm,56
671667,SensorCO2,Armazem,ppm,34
58414,SensorTemp,Laboratorio,°C,58
335470,SensorUmidade,Armazem,%,51
54949,SensorPressao,Setor_B,hPa,51
568664,SensorTemp,Armazem,°C,92
814494,SensorPressao,Escritorio,hPa,28
576119,SensorUmidade,Laboratorio,%,81
865724,SensorPressao,Setor_B,hPa,59
383831,SensorTemp,Escritorio,°C,82
208041,SensorCO2,Setor_B,ppm,73
422941,SensorTemp,Setor_B,°C,30
286808,SensorRuido,Armazem,dB,40
812663,SensorTemp,Armazem,°C,57
896610,SensorPressao,Escritorio,hPa,72
866754,SensorCO2,Laboratorio,ppm,83
28871,SensorPressao,Laboratorio,hPa,67
96492,SensorTemp,Escritorio,°C,82
631689,SensorCO2,Armazem,ppm,47
764162,SensorCO2,Setor_A,ppm,30
255357,SensorCO2,Setor_A,ppm,64
671899,SensorUmidade,Usina,%,69
868352,SensorPressao,Setor_A,hPa,98
896721,SensorTemp,Escritorio,°C,35
871201,SensorUmidade,Armazem,%,85
921610,SensorRuido,Setor_B,dB,66
551288,SensorTemp,Setor_B,°C,81
149616,SensorPressao,Usina,hPa,52
588930,SensorCO2,Setor_A,ppm,27
445670,SensorPressao,Setor_A,hPa,92
551275,SensorRuido,Armazem,dB,34
41804,SensorUmidade,Armazem,%,54
803623,SensorPressao,Escritorio,hPa,57
991151,SensorUmidade,Setor_B,%,59
240514,SensorCO2,Setor_A,ppm,86
798067,SensorUmidade,Setor_A,%,74
393027,SensorUmidade,Laboratorio,%,57
604868,SensorRuido,Laboratorio,dB,70
227542,SensorPressao,Escritorio,hPa,30
683507,SensorUmidade,Laboratorio,%,45
495111,SensorCO2,Setor_B,ppm,58
355527,SensorTemp,Setor_B,°C,34
662099,SensorRuido,Armazem,dB,69
668177,SensorRuido,Laboratorio,dB,69
480082,SensorPressao,Setor_A,hPa,45
792364,SensorRuido,Escritorio,dB,35
536953,SensorPressao,Setor_B,hPa,32
912547,SensorRuido,Escritorio,dB,49
93188,SensorPressao,Usina,hPa,20
840099,SensorPressao,Setor_A,hPa,53
297084,SensorPressao,Laboratorio,hPa,26
90635,SensorTemp,Escritorio,°C,99
882672,SensorUmidade,Escritorio,%,61
978592,SensorUmidade,Armazem,%,62
471628,SensorTemp,Setor_B,°C,69
667792,SensorUmidade,Setor_A,%,20
572847,SensorUmidade,Usina,%,85
639427,SensorCO2,Setor_B,ppm,43
785647,SensorPressao,Escritorio,hPa,98
322138,SensorUmidade,Escritorio,%,93
828369,SensorPressao,Usina,hPa,64
502505,SensorPressao,Setor_B,hPa,29
472521,SensorUmidade,Laboratorio,%,56
234378,SensorPressao,Laboratorio,hPa,21
286767,SensorPressao,Laboratorio,hPa,78
105038,SensorRuido,Laboratorio,dB,55
449854,SensorRuido,Escritorio,dB,42
805748,SensorPressao,Setor_A,hPa,84
168732,SensorTemp,Setor_B,°C,95
59421,SensorPressao,Setor_A,hPa,61
423534,SensorTemp,Setor_B,°C,59
128058,SensorPressao,Setor_A,hPa,76
652346,SensorUmidade,Setor_A,%,79
888407,SensorCO2,Escritorio,ppm,51
622431,SensorCO2,Usina,ppm,69
122886,SensorRuido,Setor_B,dB,70
730664,SensorUmidade,Usina,%,22
517723,SensorTemp,Laboratorio,°C,25
284281,SensorCO2,Setor_B,ppm,79
673891,SensorPressao,Escritorio,hPa,40
831129,SensorTemp,Usina,°C,63
754583,SensorUmidade,Laboratorio,%,56
115882,SensorTemp,Setor_B,°C,68
678969,SensorCO2,Laboratorio,ppm,57
482880,SensorCO2,Armazem,ppm,97
157260,SensorUmidade,Laboratorio,%,83
370089,SensorPressao,Setor_B,hPa,55
426531,SensorRuido,Setor_A,dB,70
474343,SensorTemp,Laboratorio,°C,66
336503,SensorPressao,Usina,hPa,99
411672,SensorRuido,Laboratorio,dB,92
349039,SensorTemp,Setor_A,°C,45
638879,SensorCO2,Setor_B,ppm,79
704033,SensorUmidade,Escritorio,%,39
905219,SensorPressao,Armazem,hPa,26
556593,SensorRuido,Escritorio,dB,76
830290,SensorCO2,Armazem,ppm,65
116933,SensorRuido,Laboratorio,dB,32
981894,SensorUmidade,Escritorio,%,84
487812,SensorPressao,Armazem,hPa,45
48756,SensorCO2,Laboratorio,ppm,35
495321,SensorPressao,Laboratorio,hPa,46
865866,SensorTemp,Armazem,°C,47
811358,SensorRuido,Usina,dB,40
50264,SensorTemp,Setor_B,°C,39
546555,SensorPressao,Escritorio,hPa,82
119855,SensorRuido,Laboratorio,dB,85
988495,SensorUmidade,Laboratorio,%,29
874783,SensorPressao,Setor_B,hPa,46
885113,SensorPressao,Laboratorio,hPa,55
601478,SensorPressao,Laboratorio,hPa,95
593110,SensorTemp,Laboratorio,°C,84
936715,SensorCO2,Armazem,ppm,31
610045,SensorCO2,Laboratorio,ppm,54
735733,SensorCO2,Usina,ppm,25
752736,SensorCO2,Escritorio,ppm,60
889330,SensorTemp,Setor_A,°C,39
299219,SensorTemp,Setor_B,°C,47
47230,SensorCO2,Setor_B,ppm,54
584030,SensorCO2,Setor_B,ppm,20
292621,SensorPressao,Laboratorio,hPa,87
982617,SensorRuido,Armazem,dB,38
777497,SensorUmidade,Laboratorio,%,28
695105,SensorCO2,Escritorio,ppm,49
600944,SensorRuido,Laboratorio,dB,84
904002,SensorUmidade,Laboratorio,%,24
517309,SensorTemp,Armazem,°C,83
63957,SensorTemp,Setor_B,°C,69
48276,SensorUmidade,Armazem,%,32
414982,SensorRuido,Laboratorio,dB,51
957694,SensorRuido,Setor_A,dB,47
943223,SensorTemp,Laboratorio,°C,32
263184,SensorCO2,Usina,ppm,47
34218,SensorUmidade,Armazem,%,36
182096,SensorPressao,Setor_A,hPa,84
609525,SensorCO2,Usina,ppm,79
794791,SensorPressao,Setor_B,hPa,76
358311,SensorCO2,Laboratorio,ppm,73
688809,SensorTemp,Escritorio,°C,81
456896,SensorUmidade,Usina,%,21
905786,SensorTemp,Setor_A,°C,67
852026,SensorRuido,Armazem,dB,26
861125,SensorTemp,Usina,°C,60
512592,SensorCO2,Laboratorio,ppm,34
490462,SensorUmidade,Setor_A,%,64
839687,SensorRuido,Setor_B,dB,29
233731,SensorCO2,Setor_B,ppm,36
752469,SensorPressao,Escritorio,hPa,71
143304,SensorPressao,Setor_A,hPa,28
982827,SensorTemp,Setor_B,°C,46
581997,SensorCO2,Setor_A,ppm,30
886741,SensorRuido,Laboratorio,dB,59
973221,SensorUmidade,Usina,%,96
129693,SensorUmidade,Armazem,%,96
658901,SensorPressao,Setor_B,hPa,31
134886,SensorPressao,Armazem,hPa,21
819078,SensorRuido,Escritorio,dB,43
540095,SensorUmidade,Setor_A,%,92
255066,SensorUmidade,Armazem,%,48
685002,SensorRuido,Usina,dB,46
783289,SensorCO2,Armazem,ppm,55
246087,SensorUmidade,Setor_B,%,60
5258,SensorCO2,Escritorio,ppm,39
973218,SensorRuido,Laboratorio,dB,42
826611,SensorRuido,Armazem,dB,96
317060,SensorPressao,Escritorio,hPa,92
729313,SensorCO2,Setor_B,ppm,73
604177,SensorTemp,Setor_B,°C,27
976169,SensorCO2,Usina,ppm,44
91600,SensorRuido,Setor_B,dB,52
312560,SensorUmidade,Setor_B,%,20
131374,SensorPressao,Armazem,hPa,27
650749,SensorCO2,Setor_B,ppm,63
518161,SensorRuido,Setor_B,dB,61
445209,SensorPressao,Setor_A,hPa,99
383461,SensorUmidade,Setor_B,%,77
381525,SensorTemp,Setor_A,°C,78
29611,SensorRuido,Laboratorio,dB,24
410294,SensorTemp,Escritorio,°C,99
763755,SensorRuido,Armazem,dB,39
313288,SensorUmidade,Setor_B,%,60
435846,SensorTemp,Laboratorio,°C,29
775514,SensorUmidade,Usina,%,74
401883,SensorTemp,Setor_A,°C,21
535858,SensorUmidade,Armazem,%,90
998583,SensorUmidade,Usina,%,45
38255,SensorRuido,Setor_B,dB,63
539506,SensorRuido,Armazem,dB,20
152679,SensorPressao,Escritorio,hPa,31
616397,SensorRuido,Usina,dB,46
414654,SensorUmidade,Setor_B,%,60
740323,SensorTemp,Escritorio,°C,34
418820,SensorPressao,Usina,hPa,96
233147,SensorRuido,Usina,dB,23
921550,SensorPressao,Setor_A,hPa,55
512984,SensorCO2,Armazem,ppm,23
162081,SensorCO2,Armazem,ppm,66
627229,SensorCO2,Setor_B,ppm,32
815779,SensorUmidade,Setor_A,%,40
261191,SensorUmidade,Usina,%,26
237026,SensorRuido,Laboratorio,dB,51
198632,SensorPressao,Escritorio,hPa,97
954984,SensorTemp,Setor_B,°C,44
872940,SensorPressao,Setor_A,hPa,43
507373,SensorRuido,Usina,dB,95
284659,SensorCO2,Armazem,ppm,45
125863,SensorRuido,Armazem,dB,96
550248,SensorTemp,Setor_A,°C,64
11318,SensorUmidade,Armazem,%,38
608092,SensorRuido,Usina,dB,50
614516,SensorRuido,Escritorio,dB,49
515318,SensorCO2,Escritorio,ppm,55
809973,SensorPressao,Armazem,hPa,67
633112,SensorTemp,Armazem,°C,23
706858,SensorCO2,Escritorio,ppm,87
66822,SensorTemp,Escritorio,°C,79
506105,SensorTemp,Setor_A,°C,80
8027,SensorPressao,Laboratorio,hPa,57
530253,SensorUmidade,Escritorio,%,74
665464,SensorUmidade,Usina,%,27
90647,SensorTemp,Setor_B,°C,62
347488,SensorPressao,Usina,hPa,26
545487,SensorCO2,Escritorio,ppm,20
555702,SensorTemp,Setor_B,°C,77
729658,SensorUmidade,Escritorio,%,25
995414,SensorCO2,Setor_B,ppm,96
743790,SensorTemp,Escritorio,°C,77
758958,SensorRuido,Armazem,dB,82
804254,SensorPressao,Setor_B,hPa,96
205415,SensorRuido,Escritorio,dB,47
91706,SensorTemp,Setor_A,°C,46
266347,SensorCO2,Setor_B,ppm,23
535832,SensorRuido,Armazem,dB,27
106405,SensorTemp,Laboratorio,°C,91
315700,SensorTemp,Armazem,°C,68
905103,SensorCO2,Laboratorio,ppm,97
793677,SensorRuido,Setor_B,dB,78
676691,SensorRuido,Setor_B,dB,21
861394,SensorRuido,Laboratorio,dB,62
804335,SensorTemp,Usina,°C,74
340547,SensorCO2,Laboratorio,ppm,51
286862,SensorUmidade,Armazem,%,88
718880,SensorUmidade,Laboratorio,%,26
910923,SensorTemp,Usina,°C,36
684116,SensorRuido,Laboratorio,dB,60
136727,SensorPressao,Armazem,hPa,72
41472,SensorUmidade,Escritorio,%,97
20968,SensorPressao,Armazem,hPa,22
224062,SensorRuido,Setor_B,dB,78
454909,SensorPressao,Usina,hPa,80
679890,SensorUmidade,Setor_A,%,74
530636,SensorUmidade,Setor_A,%,54
782680,SensorCO2,Usina,ppm,82
238699,SensorCO2,Escritorio,ppm,77
894510,SensorUmidade,Armazem,%,83
813014,SensorUmidade,Laboratorio,%,27
593760,SensorTemp,Setor_B,°C,61
940812,SensorRuido,Laboratorio,dB,51
415886,SensorTemp,Escritorio,°C,84
897079,SensorCO2,Escritorio,ppm,24
596591,SensorPressao,Escritorio,hPa,40
145238,SensorCO2,Escritorio,ppm,67
47241,SensorRuido,Usina,dB,70
759697,SensorPressao,Escritorio,hPa,79
952589,SensorPressao,Setor_A,hPa,66
627514,SensorRuido,Usina,dB,94
139066,SensorPressao,Escritorio,hPa,72
893098,SensorUmidade,Escritorio,%,56
641633,SensorRuido,Usina,dB,90
244199,SensorTemp,Laboratorio,°C,50
4159,SensorCO2,Usina,ppm,26
595149,SensorRuido,Setor_B,dB,36
54209,SensorUmidade,Laboratorio,%,97
54709,SensorUmidade,Setor_A,%,71
76381,SensorPressao,Usina,hPa,90
98557,SensorCO2,Setor_B,ppm,90
485544,SensorUmidade,Escritorio,%,36
740725,SensorUmidade,Usina,%,29
121473,SensorRuido,Escritorio,dB,82
821783,SensorCO2,Setor_B,ppm,53
288197,SensorRuido,Escritorio,dB,80
414674,SensorRuido,Setor_B,dB,77
423586,SensorUmidade,Usina,%,77
275907,SensorUmidade,Armazem,%,64
296112,SensorUmidade,Setor_A,%,23
599075,SensorTemp,Escritorio,°C,34
813122,SensorCO2,Setor_B,ppm,54
249942,SensorTemp,Usina,°C,24
660279,SensorUmidade,Escritorio,%,56
932433,SensorRuido,Laboratorio,dB,75
602514,SensorCO2,Setor_A,ppm,88
141128,SensorRuido,Setor_A,dB,53
131287,SensorUmidade,Laboratorio,%,52
127776,SensorTemp,Usina,°C,40
777717,SensorTemp,Setor_B,°C,60
161421,SensorCO2,Laboratorio,ppm,44
591814,SensorTemp,Setor_A,°C,67
331227,SensorRuido,Usina,dB,69
295581,SensorUmidade,Setor_A,%,84
412369,SensorUmidade,Setor_B,%,44
307373,SensorTemp,Usina,°C,29
511520,SensorCO2,Usina,ppm,47
694802,SensorUmidade,Armazem,%,47
559189,SensorPressao,Setor_B,hPa,59
717172,SensorUmidade,Usina,%,60
53893,SensorUmidade,Setor_B,%,73
627025,SensorRuido,Setor_A,dB,77
138849,SensorCO2,Usina,ppm,68
523253,SensorCO2,Laboratorio,ppm,39
341926,SensorRuido,Escritorio,dB,98
324945,SensorCO2,Setor_B,ppm,57
188581,SensorRuido,Escritorio,dB,56
196306,SensorUmidade,Setor_A,%,99
694925,SensorTemp,Setor_A,°C,78
422560,SensorUmidade,Setor_B,%,93
836016,SensorTemp,Laboratorio,°C,38
545762,SensorUmidade,Laboratorio,%,43
523196,SensorRuido,Setor_A,dB,22
672300,SensorUmidade,Setor_B,%,89
613836,SensorCO2,Armazem,ppm,96
297350,SensorUmidade,Setor_B,%,71
225113,SensorUmidade,Laboratorio,%,22
425374,SensorRuido,Laboratorio,dB,69
241204,SensorRuido,Escritorio,dB,52
814042,SensorTemp,Escritorio,°C,33
56951,SensorRuido,Setor_A,dB,26
